Category,City,Country,Customer Name,Order Date,Order ID,Postal Code,Product Name,Region,Segment,Ship Date,Ship Mode,State,Sub-Category,Discount,Profit,Quantity,Sales
Office Supplies,Manchester,United States,Jamie Frazer,7/9/2017,CA-2017-121083,06040,Prismacolor Color Pencil Set,East,Consumer,7/15/2017,Standard Class,Connecticut,Art,0,48.8064,6,119.04
Office Supplies,Newark,United States,Max Engle,11/30/2017,CA-2017-116645,19711,"BOSTON Ranger #55 Pencil Sharpener, Black",East,Consumer,12/4/2017,Standard Class,Delaware,Art,0,45.2226,6,155.94
Office Supplies,New York City,United States,Doug Jacobs,12/18/2017,CA-2017-115602,10009,Staples in misc. colors,East,Consumer,12/24/2017,Standard Class,New York,Art,0,17.469,6,38.82
Office Supplies,Clinton,United States,Brian Thompson,7/9/2015,CA-2015-132626,20735,Wilson Jones Active Use Binders,East,Consumer,7/14/2015,Standard Class,Maryland,Binders,0,21.4032,6,43.68
Office Supplies,Passaic,United States,Art Ferguson,5/22/2016,CA-2016-146934,07055,Ampad #10 Peel & Seel Holiday Envelopes,East,Consumer,5/27/2016,Standard Class,New Jersey,Envelopes,0,12.9024,6,26.88
Office Supplies,New York City,United States,Pete Kriz,12/14/2016,CA-2016-129126,10011,"OIC Colored Binder Clips, Assorted Sizes",East,Consumer,12/19/2016,Standard Class,New York,Fasteners,0,10.5252,6,21.48
Office Supplies,Newark,United States,John Castell,12/21/2014,CA-2014-109127,19711,Avery 492,East,Consumer,12/25/2014,Standard Class,Delaware,Labels,0,7.9488,6,17.28
Office Supplies,New York City,United States,Christopher Conant,11/17/2017,US-2017-155866,10011,Xerox 1905,East,Consumer,11/21/2017,Standard Class,New York,Paper,0,18.6624,6,38.88
Office Supplies,New York City,United States,Erin Creighton,3/23/2017,US-2017-140074,10024,Xerox 1980,East,Consumer,3/29/2017,Standard Class,New York,Paper,0,11.556,6,25.68
Office Supplies,Long Beach,United States,Rick Duston,6/8/2014,CA-2014-108147,11561,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",East,Consumer,6/13/2014,Standard Class,New York,Storage,0,83.844000000,6,1676.88
Office Supplies,New York City,United States,Tracy Blumstein,12/26/2014,CA-2014-168473,10009,Fellowes Bankers Box Stor/Drawer Steel Plus,East,Consumer,1/1/2015,Standard Class,New York,Storage,0,19.188,6,191.88
Office Supplies,New York City,United States,Craig Carroll,9/14/2015,CA-2015-140984,10011,Economy Rollaway Files,East,Consumer,9/18/2015,Standard Class,New York,Storage,0,257.712,6,991.2
Office Supplies,Newark,United States,Pete Kriz,11/7/2017,CA-2017-132346,19711,Holmes Odor Grabber,East,Consumer,11/11/2017,Standard Class,Delaware,Appliances,0,33.3102,7,100.94
Office Supplies,Plainfield,United States,Richard Bierner,12/11/2017,CA-2017-153871,07060,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",East,Consumer,12/17/2017,Standard Class,New Jersey,Appliances,0,6.5975,7,22.75
Office Supplies,Newark,United States,Brosina Hoffman,3/3/2016,CA-2016-112123,19711,GBC ProClick Punch Binding System,East,Consumer,3/8/2016,Standard Class,Delaware,Binders,0,219.4514,7,447.86
Office Supplies,New York City,United States,Ben Wallace,10/27/2016,CA-2016-116596,10011,"Advantus Push Pins, Aluminum Head",East,Consumer,10/31/2016,Standard Class,New York,Fasteners,0,12.6077,7,40.67
Office Supplies,New York City,United States,Roger Demir,11/2/2014,CA-2014-107454,10024,Avery 499,East,Consumer,11/6/2014,Standard Class,New York,Labels,0,16.0356,7,34.86
Office Supplies,New York City,United States,Peter Fuller,9/17/2015,US-2015-126977,10035,Avery 485,East,Consumer,9/23/2015,Standard Class,New York,Labels,0,41.2237,7,87.71
Office Supplies,Newark,United States,Ken Lonsdale,11/13/2015,CA-2015-115798,19711,"Adams Telephone Message Books, 5 1/4” x 11”",East,Consumer,11/19/2015,Standard Class,Delaware,Paper,0,19.8716,7,42.28
Office Supplies,New York City,United States,Speros Goranitis,12/6/2015,US-2015-127040,10009,Xerox 1903,East,Consumer,12/10/2015,Standard Class,New York,Paper,0,20.5114,7,41.86
Office Supplies,New York City,United States,Janet Lee,11/30/2015,CA-2015-137925,10035,Avoid Verbal Orders Carbonless Minifold Book,East,Consumer,12/4/2015,Standard Class,New York,Paper,0,10.8836,7,23.66
Office Supplies,Rochester,United States,Maxwell Schwartz,5/28/2015,CA-2015-135020,14609,Xerox 219,East,Consumer,6/2/2015,Standard Class,New York,Paper,0,21.7728,7,45.36
Office Supplies,Clinton,United States,Brian Thompson,7/9/2015,CA-2015-132626,20735,Project Tote Personal File,East,Consumer,7/14/2015,Standard Class,Maryland,Storage,0,28.4809,7,98.21
Office Supplies,New York City,United States,Ralph Arnett,6/30/2017,CA-2017-131695,10024,Steel Personal Filing/Posting Tote,East,Consumer,7/6/2017,Standard Class,New York,Storage,0,67.1139,7,248.57
Office Supplies,Buffalo,United States,Maureen Gnade,6/23/2016,US-2016-142685,14215,Compact Automatic Electric Letter Opener,East,Consumer,6/30/2016,Standard Class,New York,Supplies,0,16.7034,7,835.17
Office Supplies,New York City,United States,Sally Knutson,4/23/2017,CA-2017-108553,10024,"Acme 10"" Easy Grip Assistive Scissors",East,Consumer,4/29/2017,Standard Class,New York,Supplies,0,36.813,7,122.71
Office Supplies,New York City,United States,Frank Preis,4/1/2016,CA-2016-111213,10009,Staple remover,East,Consumer,4/5/2016,Standard Class,New York,Supplies,0,18.5136,8,63.84
Office Supplies,New York City,United States,Liz MacKendrick,8/6/2016,CA-2016-105263,10024,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",East,Consumer,8/11/2016,Standard Class,New York,Art,0,15.7194,9,38.34
Office Supplies,New York City,United States,Kelly Andreada,11/24/2017,CA-2017-168641,10035,"Crayola Anti Dust Chalk, 12/Pack",East,Consumer,12/1/2017,Standard Class,New York,Art,0,7.371,9,16.38
Office Supplies,Rome,United States,Michael Moore,4/22/2016,CA-2016-101329,13440,Barrel Sharpener,East,Consumer,4/29/2016,Standard Class,New York,Art,0,8.3538,9,32.13
Office Supplies,Clinton,United States,Brian Thompson,7/9/2015,CA-2015-132626,20735,GBC Recycled VeloBinder Covers,East,Consumer,7/14/2015,Standard Class,Maryland,Binders,0,70.5456,9,153.36
Office Supplies,New York City,United States,Carol Darley,11/6/2017,CA-2017-144596,10011,Xerox 1906,East,Consumer,11/10/2017,Standard Class,New York,Paper,0,149.9112,9,318.96
Office Supplies,New York City,United States,John Castell,4/1/2017,CA-2017-118360,10011,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",East,Consumer,4/7/2017,Standard Class,New York,Paper,0,19.3185,9,42.93
Office Supplies,New York City,United States,William Brown,1/15/2016,CA-2016-137848,10011,Xerox 1959,East,Consumer,1/21/2016,Standard Class,New York,Paper,0,28.8576,9,60.12
Office Supplies,New York City,United States,Seth Vernon,9/20/2017,CA-2017-100111,10035,"TOPS ""Important Message"" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad",East,Consumer,9/26/2017,Standard Class,New York,Paper,0,18.1044,9,38.52
Office Supplies,Long Beach,United States,Joni Wasserman,8/7/2017,CA-2017-117023,11561,Staples in misc. colors,East,Consumer,8/12/2017,Standard Class,New York,Art,0,26.2,10,104.8
Office Supplies,Long Beach,United States,Dianna Vittorini,5/17/2015,CA-2015-100251,11561,Self-Adhesive Removable Labels,East,Consumer,5/23/2015,Standard Class,New York,Labels,0,15.12,10,31.5
Office Supplies,New York City,United States,Doug Jacobs,12/18/2017,CA-2017-115602,10009,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,East,Consumer,12/24/2017,Standard Class,New York,Appliances,0,511.368,13,1704.56
Office Supplies,Cleveland,United States,Tony Sayre,9/25/2016,CA-2016-113978,44105,Hoover Shoulder Vac Commercial Portable Vacuum,East,Consumer,9/29/2016,Standard Class,Ohio,Appliances,0.2,17.891,1,286.256
Office Supplies,Marion,United States,Sung Shariari,12/14/2014,US-2014-123519,43302,Newell 35,East,Consumer,12/21/2014,Standard Class,Ohio,Art,0.2,0.2952,1,2.624
Office Supplies,New York City,United States,Frank Preis,4/1/2016,CA-2016-111213,10009,Avery Non-Stick Binders,East,Consumer,4/5/2016,Standard Class,New York,Binders,0.2,1.1225,1,3.592
Office Supplies,New York City,United States,Scott Williamson,11/10/2016,CA-2016-127761,10009,Presstex Flexible Ring Binders,East,Consumer,11/14/2016,Standard Class,New York,Binders,0.2,1.365,1,3.64
Office Supplies,New York City,United States,Cari Schnelling,6/30/2014,US-2014-121566,10011,Cardinal Poly Pocket Divider Pockets for Ring Binders,East,Consumer,7/6/2014,Standard Class,New York,Binders,0.2,0.84,1,2.688
Office Supplies,New York City,United States,Jasper Cacioppo,1/28/2014,CA-2014-100328,10024,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",East,Consumer,2/3/2014,Standard Class,New York,Binders,0.2,1.3257,1,3.928
Office Supplies,New York City,United States,Toby Swindell,5/18/2017,CA-2017-117863,10024,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",East,Consumer,5/23/2017,Standard Class,New York,Binders,0.2,1.0287,1,3.048
Office Supplies,New York City,United States,Allen Armold,12/11/2017,CA-2017-100230,10035,Clear Mylar Reinforcing Strips,East,Consumer,12/15/2017,Standard Class,New York,Binders,0.2,5.0463,1,14.952
Office Supplies,New York City,United States,Adam Shillingsburg,9/22/2014,CA-2014-156160,10035,Cardinal Holdit Business Card Pockets,East,Consumer,9/29/2014,Standard Class,New York,Binders,0.2,1.3944,1,3.984
Office Supplies,Philadelphia,United States,Julia West,5/9/2016,CA-2016-109176,19140,Staple envelope,East,Consumer,5/15/2016,Standard Class,Pennsylvania,Envelopes,0.2,3.504,1,9.344
Office Supplies,Philadelphia,United States,Dorothy Dickinson,7/25/2017,CA-2017-125640,19134,Avery 491,East,Consumer,7/29/2017,Standard Class,Pennsylvania,Labels,0.2,1.0738,1,3.304
Office Supplies,Cleveland,United States,Darren Powers,5/14/2017,US-2017-154872,44105,Xerox 19,East,Consumer,5/18/2017,Standard Class,Ohio,Paper,0.2,7.745,1,24.784
Office Supplies,Fairfield,United States,Cari Schnelling,7/12/2017,CA-2017-106047,45014,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",East,Consumer,7/18/2017,Standard Class,Ohio,Paper,0.2,1.1925,1,3.816
Office Supplies,Philadelphia,United States,Chloris Kastensmidt,3/28/2015,CA-2015-135363,19120,Southworth Parchment Paper & Envelopes,East,Consumer,4/2/2015,Standard Class,Pennsylvania,Paper,0.2,1.7004,1,5.232
Office Supplies,Philadelphia,United States,Carlos Soltero,11/18/2014,US-2014-159926,19140,Safco Industrial Wire Shelving,East,Consumer,11/22/2014,Standard Class,Pennsylvania,Storage,0.2,-16.3183,1,76.792
Office Supplies,Columbus,United States,Beth Paige,12/18/2017,CA-2017-156664,43229,Kensington 4 Outlet MasterPiece Compact Power Control Center,East,Consumer,12/23/2017,Standard Class,Ohio,Appliances,0.2,13.0112,2,130.112
Office Supplies,Parma,United States,Susan Pistek,11/12/2016,CA-2016-124590,44134,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",East,Consumer,11/16/2016,Standard Class,Ohio,Appliances,0.2,33.0288,2,110.096
Office Supplies,Philadelphia,United States,Natalie Webber,6/21/2014,CA-2014-138317,19120,Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,East,Consumer,6/25/2014,Standard Class,Pennsylvania,Appliances,0.2,3.8864,2,44.416
Office Supplies,Philadelphia,United States,Resi Pölking,3/1/2015,CA-2015-133494,19120,Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum,East,Consumer,3/5/2015,Standard Class,Pennsylvania,Appliances,0.2,0.444,2,3.552
Office Supplies,Philadelphia,United States,Maureen Gnade,12/26/2014,CA-2014-139598,19134,Holmes 99% HEPA Air Purifier,East,Consumer,12/31/2014,Standard Class,Pennsylvania,Appliances,0.2,5.6316,2,34.656
Office Supplies,Philadelphia,United States,Maureen Gnade,12/26/2014,CA-2014-139598,19134,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,East,Consumer,12/31/2014,Standard Class,Pennsylvania,Appliances,0.2,8.1552,2,81.552
Office Supplies,Philadelphia,United States,Stewart Visinsky,5/3/2015,CA-2015-112130,19140,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",East,Consumer,5/7/2015,Standard Class,Pennsylvania,Appliances,0.2,6.5164,2,23.696
Office Supplies,Columbus,United States,Jim Karlsson,8/19/2014,CA-2014-121727,43229,Turquoise Lead Holder with Pocket Clip,East,Consumer,8/24/2014,Standard Class,Ohio,Art,0.2,1.742,2,10.72
Office Supplies,Parma,United States,Shui Tom,6/20/2017,CA-2017-106852,44134,Newell 35,East,Consumer,6/27/2017,Standard Class,Ohio,Art,0.2,0.590400000,2,5.248
Office Supplies,Allentown,United States,Caroline Jumper,7/22/2016,CA-2016-122392,18103,12 Colored Short Pencils,East,Consumer,7/27/2016,Standard Class,Pennsylvania,Art,0.2,0.364,2,4.16
Office Supplies,Philadelphia,United States,Shui Tom,7/14/2014,CA-2014-164182,19140,"BOSTON Ranger #55 Pencil Sharpener, Black",East,Consumer,7/18/2014,Standard Class,Pennsylvania,Art,0.2,4.6782,2,41.584
Office Supplies,Philadelphia,United States,Stewart Visinsky,5/3/2015,CA-2015-112130,19140,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",East,Consumer,5/7/2015,Standard Class,Pennsylvania,Art,0.2,14.2272,2,59.904
Office Supplies,Long Beach,United States,Clay Ludtke,9/14/2016,CA-2016-153178,11561,GBC DocuBind 200 Manual Binding Machine,East,Consumer,9/18/2016,Standard Class,New York,Binders,0.2,252.588,2,673.568
Office Supplies,Long Beach,United States,Rick Duston,6/8/2014,CA-2014-108147,11561,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",East,Consumer,6/13/2014,Standard Class,New York,Binders,0.2,25.68,2,68.48
Office Supplies,New Rochelle,United States,Jack Lebron,7/18/2014,CA-2014-138198,10801,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",East,Consumer,7/23/2014,Standard Class,New York,Binders,0.2,4.5188,2,13.904
Office Supplies,New York City,United States,Chuck Sachs,12/3/2017,CA-2017-148691,10009,SpineVue Locking Slant-D Ring Binders by Cardinal,East,Consumer,12/9/2017,Standard Class,New York,Binders,0.2,5.1184,2,14.624
Office Supplies,New York City,United States,Lena Hernandez,9/1/2014,CA-2014-109855,10009,Wilson Jones Hanging Recycled Pressboard Data Binders,East,Consumer,9/5/2014,Standard Class,New York,Binders,0.2,8.3104,2,23.744
Office Supplies,New York City,United States,Speros Goranitis,11/3/2014,CA-2014-121573,10009,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",East,Consumer,11/7/2014,Standard Class,New York,Binders,0.2,2.8478,2,7.856
Office Supplies,New York City,United States,Speros Goranitis,11/3/2014,CA-2014-121573,10009,Surelock Post Binders,East,Consumer,11/7/2014,Standard Class,New York,Binders,0.2,18.336,2,48.896
Office Supplies,New York City,United States,Ben Wallace,10/27/2016,CA-2016-116596,10011,Prestige Round Ring Binders,East,Consumer,10/31/2016,Standard Class,New York,Binders,0.2,3.2832,2,9.728
Office Supplies,New York City,United States,Giulietta Baptist,3/8/2016,CA-2016-137337,10011,Satellite Sectional Post Binders,East,Consumer,3/12/2016,Standard Class,New York,Binders,0.2,22.5732,2,69.456
Office Supplies,New York City,United States,John Lee,4/30/2016,CA-2016-154788,10011,Tuff Stuff Recycled Round Ring Binders,East,Consumer,5/4/2016,Standard Class,New York,Binders,0.2,2.7956,2,7.712
Office Supplies,New York City,United States,Pete Kriz,12/14/2016,CA-2016-129126,10011,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",East,Consumer,12/19/2016,Standard Class,New York,Binders,0.2,7.803,2,23.12
Office Supplies,New York City,United States,Evan Henry,4/4/2016,CA-2016-167115,10035,Ibico Ibimaster 300 Manual Binding System,East,Consumer,4/9/2016,Standard Class,New York,Binders,0.2,183.995,2,588.784
Office Supplies,New York City,United States,Frank Olsen,11/14/2017,CA-2017-106943,10035,3M Organizer Strips,East,Consumer,11/19/2017,Standard Class,New York,Binders,0.2,3.024,2,8.64
Office Supplies,New York City,United States,Katherine Ducich,11/19/2015,CA-2015-145814,10035,Accohide Poly Flexible Ring Binders,East,Consumer,11/24/2015,Standard Class,New York,Binders,0.2,2.244,2,5.984
Office Supplies,New York City,United States,Kunst Miller,4/19/2016,CA-2016-109666,10035,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",East,Consumer,4/26/2016,Standard Class,New York,Binders,0.2,3.248,2,9.28
Office Supplies,New York City,United States,Lena Creighton,12/22/2016,CA-2016-103359,10035,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",East,Consumer,12/26/2016,Standard Class,New York,Binders,0.2,8.9544,2,25.584
Office Supplies,Rochester,United States,Maxwell Schwartz,5/28/2015,CA-2015-135020,14609,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",East,Consumer,6/2/2015,Standard Class,New York,Binders,0.2,2.0574,2,6.096
Office Supplies,Rochester,United States,Shaun Weien,6/22/2015,CA-2015-153423,14609,GBC Ibimaster 500 Manual ProClick Binding System,East,Consumer,6/27/2015,Standard Class,New York,Binders,0.2,456.588,2,1217.568
Office Supplies,Philadelphia,United States,Philip Brown,6/16/2015,CA-2015-167269,19134,Peel & Seel Envelopes,East,Consumer,6/20/2015,Standard Class,Pennsylvania,Envelopes,0.2,2.1728,2,6.208
Office Supplies,Columbus,United States,Eugene Barchas,11/28/2015,CA-2015-111612,43229,Staples,East,Consumer,12/2/2015,Standard Class,Ohio,Fasteners,0.2,0.564,2,3.008
Office Supplies,Philadelphia,United States,Brian DeCherney,3/8/2016,CA-2016-111976,19120,Rubber Band Ball,East,Consumer,3/12/2016,Standard Class,Pennsylvania,Fasteners,0.2,-1.3464,2,5.984
Office Supplies,Cincinnati,United States,Jonathan Howell,5/12/2017,CA-2017-152226,45231,Avery 501,East,Consumer,5/16/2017,Standard Class,Ohio,Labels,0.2,1.9926,2,5.904
Office Supplies,Cleveland,United States,Darren Powers,5/14/2017,US-2017-154872,44105,Avery 502,East,Consumer,5/18/2017,Standard Class,Ohio,Labels,0.2,1.764,2,5.04
Office Supplies,Columbus,United States,Bryan Mills,12/30/2016,CA-2016-117660,43229,Avery 487,East,Consumer,1/4/2017,Standard Class,Ohio,Labels,0.2,1.9926,2,5.904
Office Supplies,Philadelphia,United States,Corey-Lock,11/29/2014,CA-2014-136280,19143,Avery 488,East,Consumer,12/6/2014,Standard Class,Pennsylvania,Labels,0.2,1.764,2,5.04
Office Supplies,Columbus,United States,Jeremy Farry,4/30/2017,US-2017-150847,43229,Xerox 222,East,Consumer,5/6/2017,Standard Class,Ohio,Paper,0.2,3.6288,2,10.368
Office Supplies,Columbus,United States,John Lee,7/14/2017,US-2017-161935,43229,Xerox 1950,East,Consumer,7/18/2017,Standard Class,Ohio,Paper,0.2,3.3524,2,9.248
Office Supplies,Philadelphia,United States,Christopher Conant,5/23/2016,CA-2016-143714,19120,Xerox 224,East,Consumer,5/27/2016,Standard Class,Pennsylvania,Paper,0.2,3.6288,2,10.368
